Channel;OrderDate;Month-Year;OrderQuantity;UnitPrice;UnitCost
Wholesale;10/03/2020;2020-03;5;3511;1931
In-Store;10/03/2020;2020-03;1;1032;547
Wholesale;10/03/2020;2020-03;1;5889;4711
Wholesale;10/03/2020;2020-03;5;1039;768
Online;10/03/2020;2020-03;6;214;135
In-Store;10/03/2020;2020-03;2;1065;671
Online;10/04/2020;2020-04;7;1126;619
Distributor;10/04/2020;2020-04;4;1883;1017
In-Store;10/04/2020;2020-04;2;1126;507
In-Store;10/04/2020;2020-04;3;2519;1008
Wholesale;10/04/2020;2020-04;4;931;428
Online;10/04/2020;2020-04;1;2291;1214
Online;10/04/2020;2020-04;7;3618;2026
In-Store;10/04/2020;2020-04;7;1132;453
Online;10/04/2020;2020-04;4;1039;509
In-Store;10/04/2020;2020-04;5;951;447
Distributor;10/05/2020;2020-05;7;1119;884
In-Store;10/05/2020;2020-05;6;6023;3734
Wholesale;10/05/2020;2020-05;8;1836;844
Wholesale;10/05/2020;2020-05;3;1112;656
Distributor;10/05/2020;2020-05;4;2352;1129
In-Store;10/05/2020;2020-05;7;1005;633
Online;10/05/2020;2020-05;7;2285;1348
Online;10/05/2020;2020-05;8;5092;4226
Online;10/06/2020;2020-06;7;3846;2846
In-Store;10/06/2020;2020-06;1;3672;2460
In-Store;10/06/2020;2020-06;4;1085;847
Online;10/06/2020;2020-06;2;1106;763
Wholesale;10/06/2020;2020-06;2;3705;2964
In-Store;10/06/2020;2020-06;2;2794;2040
Online;10/06/2020;2020-06;2;2774;1415
In-Store;10/06/2020;2020-06;2;201;117
In-Store;10/06/2020;2020-06;5;1032;433
Online;10/07/2020;2020-07;4;1930;868
Online;10/07/2020;2020-07;6;4007;2324
Online;10/07/2020;2020-07;7;6043;2659
In-Store;10/07/2020;2020-07;6;791;546
In-Store;10/07/2020;2020-07;5;1032;722
Online;10/07/2020;2020-07;8;5896;3184
In-Store;10/07/2020;2020-07;4;5273;2373
In-Store;10/08/2020;2020-08;5;3859;2470
Distributor;10/08/2020;2020-08;2;1327;703
Distributor;10/08/2020;2020-08;1;5266;3528
Distributor;10/08/2020;2020-08;7;6010;4928
In-Store;10/08/2020;2020-08;2;1883;1111
Distributor;10/08/2020;2020-08;6;261;214
In-Store;10/08/2020;2020-08;4;3879;1862
Online;10/08/2020;2020-08;5;1092;437
In-Store;10/08/2020;2020-08;4;1776;1474
Online;10/08/2020;2020-08;6;1729;933
Distributor;10/09/2020;2020-09;6;1112;601
Distributor;10/09/2020;2020-09;1;1990;1632
Distributor;10/09/2020;2020-09;8;3926;2316
In-Store;10/09/2020;2020-09;2;3853;2234
In-Store;10/09/2020;2020-09;8;838;620
Online;10/09/2020;2020-09;7;2271;1749
Online;10/09/2020;2020-09;6;208;137
Distributor;10/09/2020;2020-09;8;938;732
Distributor;10/10/2020;2020-10;2;3142;1445
In-Store;10/10/2020;2020-10;8;2459;2016
Wholesale;10/10/2020;2020-10;8;3940;2718
Online;10/10/2020;2020-10;1;1829;1280
In-Store;10/10/2020;2020-10;5;965;743
Distributor;10/10/2020;2020-10;5;1052;705
Online;10/10/2020;2020-10;2;208;150
Distributor;10/10/2020;2020-10;7;1085;651
In-Store;10/10/2020;2020-10;4;690;504
In-Store;10/10/2020;2020-10;1;1950;1072
In-Store;10/10/2020;2020-10;7;241;128
Distributor;10/10/2020;2020-10;7;2499;1499
In-Store;10/10/2020;2020-10;6;3899;2613
In-Store;10/10/2020;2020-10;2;1715;875
In-Store;10/11/2020;2020-11;6;2332;1096
Distributor;10/11/2020;2020-11;7;992;486
Online;10/11/2020;2020-11;3;5936;3562
Online;10/11/2020;2020-11;6;891;624
Online;10/11/2020;2020-11;4;1709;1008
In-Store;10/11/2020;2020-11;4;1889;964
In-Store;10/11/2020;2020-11;2;5541;2660
In-Store;10/12/2020;2020-12;5;6003;2401
Distributor;10/12/2020;2020-12;1;864;657
Wholesale;10/12/2020;2020-12;5;1092;502
Online;13/10/2020;2020-10;8;2452;1815
Online;13/10/2020;2020-10;2;208;177
Online;13/10/2020;2020-10;2;5313;2816
In-Store;13/10/2020;2020-10;5;1132;827
Distributor;13/10/2020;2020-10;3;3953;1700
In-Store;13/10/2020;2020-10;2;5440;4461
In-Store;13/10/2020;2020-10;3;1012;830
In-Store;13/10/2020;2020-10;8;717;509
In-Store;13/10/2020;2020-10;6;208;154
In-Store;13/10/2020;2020-10;6;3839;2303
In-Store;13/10/2020;2020-10;4;3384;2774
In-Store;14/10/2020;2020-10;3;858;446
Online;14/10/2020;2020-10;8;730;497
Wholesale;14/10/2020;2020-10;1;1903;1066
In-Store;14/10/2020;2020-10;4;2995;2456
In-Store;14/10/2020;2020-10;8;3987;2073
In-Store;14/10/2020;2020-10;2;771;562
Online;15/10/2020;2020-10;2;3966;2975
Online;15/10/2020;2020-10;3;945;652
Distributor;15/10/2020;2020-10;1;911;538
Distributor;15/10/2020;2020-10;3;2519;1663
Distributor;15/10/2020;2020-10;3;241;154
Online;15/10/2020;2020-10;4;1769;1238
Distributor;15/10/2020;2020-10;1;1119;839
Online;15/10/2020;2020-10;3;1233;814
Online;15/10/2020;2020-10;6;3819;2902
Distributor;15/10/2020;2020-10;6;3920;2508
Wholesale;15/10/2020;2020-10;2;3028;1908
Distributor;15/10/2020;2020-10;1;228;157
Wholesale;15/10/2020;2020-10;8;1883;1581
Distributor;16/10/2020;2020-10;6;864;363
Distributor;16/10/2020;2020-10;1;2801;2381
In-Store;16/10/2020;2020-10;7;1126;597
Online;16/10/2020;2020-10;8;5889;4711
Online;16/10/2020;2020-10;4;1045;847
In-Store;16/10/2020;2020-10;1;5072;4311
Online;16/10/2020;2020-10;4;2358;1816
Online;17/10/2020;2020-10;4;1910;802
Online;17/10/2020;2020-10;3;884;548
In-Store;17/10/2020;2020-10;7;945;472
Distributor;17/10/2020;2020-10;8;3658;2488
In-Store;18/10/2020;2020-10;5;730;453
In-Store;18/10/2020;2020-10;3;3853;3082
In-Store;18/10/2020;2020-10;1;1045;449
In-Store;18/10/2020;2020-10;8;1896;796
Online;18/10/2020;2020-10;2;1045;638
In-Store;18/10/2020;2020-10;7;1112;634
In-Store;18/10/2020;2020-10;4;1025;718
In-Store;18/10/2020;2020-10;2;1012;556
Online;18/10/2020;2020-10;3;3893;2764
In-Store;18/10/2020;2020-10;4;2338;1824
Distributor;19/10/2020;2020-10;6;228;103
In-Store;19/10/2020;2020-10;5;1079;766
In-Store;19/10/2020;2020-10;8;1039;748
Wholesale;19/10/2020;2020-10;5;3296;2340
Online;19/10/2020;2020-10;4;1039;426
Online;19/10/2020;2020-10;1;2593;2100
Wholesale;20/10/2020;2020-10;5;2425;1601
Online;20/10/2020;2020-10;3;5079;4114
Wholesale;20/10/2020;2020-10;1;1065;543
In-Store;20/10/2020;2020-10;8;1762;1445
In-Store;20/10/2020;2020-10;2;2600;1820
Wholesale;20/10/2020;2020-10;8;2647;1482
Online;20/10/2020;2020-10;6;951;780
Distributor;21/10/2020;2020-10;3;2432;1970
Online;21/10/2020;2020-10;7;5916;4674
In-Store;21/10/2020;2020-10;1;1139;695
In-Store;21/10/2020;2020-10;8;2546;1884
In-Store;21/10/2020;2020-10;7;931;531
In-Store;21/10/2020;2020-10;1;3953;3360
Online;21/10/2020;2020-10;6;3069;2455
Online;21/10/2020;2020-10;1;945;567
Online;21/10/2020;2020-10;1;1240;843
In-Store;21/10/2020;2020-10;3;2338;1286
In-Store;21/10/2020;2020-10;5;2446;1761
In-Store;21/10/2020;2020-10;5;214;146
In-Store;22/10/2020;2020-10;8;878;562
In-Store;22/10/2020;2020-10;4;2399;1703
In-Store;22/10/2020;2020-10;4;4000;2920
In-Store;22/10/2020;2020-10;8;2412;1664
Online;22/10/2020;2020-10;3;2982;1759
Online;22/10/2020;2020-10;1;2352;1293
Online;22/10/2020;2020-10;5;1943;797
Online;22/10/2020;2020-10;5;697;293
Online;23/10/2020;2020-10;7;1052;558
Online;23/10/2020;2020-10;6;4020;2653
In-Store;23/10/2020;2020-10;7;1045;836
Distributor;23/10/2020;2020-10;6;750;638
Wholesale;23/10/2020;2020-10;5;1193;644
Online;23/10/2020;2020-10;3;3960;2099
Distributor;23/10/2020;2020-10;6;1997;1418
Wholesale;23/10/2020;2020-10;3;838;712
In-Store;23/10/2020;2020-10;8;1910;1146
Distributor;23/10/2020;2020-10;7;1012;799
In-Store;23/10/2020;2020-10;6;1695;983
In-Store;24/10/2020;2020-10;2;1702;1412
Distributor;24/10/2020;2020-10;4;965;589
Distributor;24/10/2020;2020-10;1;3558;1814
Online;24/10/2020;2020-10;3;3035;1335
Wholesale;24/10/2020;2020-10;3;1032;650
Wholesale;24/10/2020;2020-10;1;1179;554
Online;24/10/2020;2020-10;4;5648;3502
Distributor;24/10/2020;2020-10;1;2519;1915
In-Store;25/10/2020;2020-10;5;1782;1051
Wholesale;25/10/2020;2020-10;7;3759;2706
Online;25/10/2020;2020-10;7;1139;592
Online;25/10/2020;2020-10;6;255;158
In-Store;25/10/2020;2020-10;1;1930;1138
In-Store;25/10/2020;2020-10;4;3879;2366
Online;25/10/2020;2020-10;2;2352;1787
In-Store;25/10/2020;2020-10;7;1139;763
In-Store;25/10/2020;2020-10;1;2010;1005
Online;25/10/2020;2020-10;5;1173;961
Online;25/10/2020;2020-10;5;1333;533
In-Store;26/10/2020;2020-10;8;5246;3043
In-Store;26/10/2020;2020-10;1;1159;869
Online;26/10/2020;2020-10;6;2921;2308
In-Store;26/10/2020;2020-10;7;5166;4236
Online;26/10/2020;2020-10;8;6291;5159
Online;26/10/2020;2020-10;4;1869;1346
Wholesale;26/10/2020;2020-10;8;3960;2930
Wholesale;26/10/2020;2020-10;8;2372;1210
In-Store;26/10/2020;2020-10;8;221;91
Online;27/10/2020;2020-10;8;201;103
Distributor;27/10/2020;2020-10;8;174;120
Wholesale;27/10/2020;2020-10;1;1990;1114
Online;27/10/2020;2020-10;6;2566;1950
Wholesale;27/10/2020;2020-10;2;1112;500
In-Store;27/10/2020;2020-10;4;1709;1384
In-Store;27/10/2020;2020-10;3;925;499
Online;27/10/2020;2020-10;3;3899;3275
Online;27/10/2020;2020-10;3;1119;850
Distributor;28/10/2020;2020-10;6;683;444
Distributor;28/10/2020;2020-10;1;5333;2987
Online;28/10/2020;2020-10;2;1749;1381
Distributor;28/10/2020;2020-10;8;221;102
Distributor;28/10/2020;2020-10;5;1682;1228
In-Store;28/10/2020;2020-10;1;817;531
Online;28/10/2020;2020-10;7;965;579
In-Store;28/10/2020;2020-10;4;978;401
Distributor;28/10/2020;2020-10;2;4007;2043
In-Store;29/10/2020;2020-10;7;1039;696
Online;29/10/2020;2020-10;7;2452;1741
Distributor;29/10/2020;2020-10;5;1709;1042
Wholesale;29/10/2020;2020-10;1;5970;4418
Distributor;29/10/2020;2020-10;6;1903;761
In-Store;29/10/2020;2020-10;6;2479;1041
Online;29/10/2020;2020-10;3;3290;2500
Online;29/10/2020;2020-10;6;1079;787
In-Store;30/10/2020;2020-10;7;2626;1681
Online;30/10/2020;2020-10;7;5487;3292
In-Store;30/10/2020;2020-10;2;2640;1294
Online;30/10/2020;2020-10;2;1166;513
Online;30/10/2020;2020-10;2;1092;797
Online;30/10/2020;2020-10;3;6539;2943
Wholesale;30/10/2020;2020-10;3;1106;730
In-Store;30/10/2020;2020-10;3;1099;879
Online;30/10/2020;2020-10;3;884;725
Online;30/10/2020;2020-10;6;1755;878
In-Store;30/10/2020;2020-10;4;1099;648
In-Store;30/10/2020;2020-10;1;1065;458
Wholesale;30/10/2020;2020-10;5;1816;980
In-Store;30/10/2020;2020-10;5;5152;2576
In-Store;31/10/2020;2020-10;1;2580;1212
In-Store;31/10/2020;2020-10;3;891;356
Online;31/10/2020;2020-10;1;1039;592
In-Store;31/10/2020;2020-10;8;951;704
Wholesale;31/10/2020;2020-10;6;931;652
Online;31/10/2020;2020-10;1;3451;2346
Distributor;31/10/2020;2020-10;1;998;629
In-Store;31/10/2020;2020-10;3;3933;2832
In-Store;31/10/2020;2020-10;2;3698;3107
In-Store;31/10/2020;2020-10;5;1789;966
In-Store;31/10/2020;2020-10;6;972;777
Online;31/10/2020;2020-10;3;2526;1743
In-Store;11/01/2020;2020-01;2;2392;1363
In-Store;11/01/2020;2020-01;8;992;744
Online;11/01/2020;2020-01;2;235;157
In-Store;11/01/2020;2020-01;4;3886;1904
Distributor;11/01/2020;2020-01;4;5246;3620
In-Store;11/01/2020;2020-01;4;3973;2185
Distributor;11/01/2020;2020-01;1;228;107
In-Store;11/01/2020;2020-01;2;168;74
In-Store;11/01/2020;2020-01;7;1052;663
Wholesale;11/01/2020;2020-01;3;2218;1153
Distributor;11/01/2020;2020-01;8;1132;951
Online;11/01/2020;2020-01;3;1085;478
Online;11/01/2020;2020-01;3;958;604
Online;11/01/2020;2020-01;5;3652;2410
Online;11/02/2020;2020-02;1;1997;1098
Online;11/02/2020;2020-02;5;3631;2034
Online;11/02/2020;2020-02;4;6472;5372
In-Store;11/02/2020;2020-02;4;1896;1574
Distributor;11/02/2020;2020-02;8;1836;1193
In-Store;11/02/2020;2020-02;2;3966;1626
In-Store;11/03/2020;2020-03;6;2861;1316
Wholesale;11/03/2020;2020-03;2;1983;1606
Online;11/03/2020;2020-03;1;1132;623
Online;11/03/2020;2020-03;1;992;436
Wholesale;11/03/2020;2020-03;5;2566;1026
Wholesale;11/03/2020;2020-03;5;1166;618
Wholesale;11/03/2020;2020-03;4;268;153
Online;11/03/2020;2020-03;5;214;126
Online;11/04/2020;2020-04;2;168;126
In-Store;11/04/2020;2020-04;2;1139;456
Wholesale;11/04/2020;2020-04;2;2519;1436
In-Store;11/04/2020;2020-04;8;2653;1167
In-Store;11/04/2020;2020-04;3;168;142
In-Store;11/04/2020;2020-04;8;1963;1629
Distributor;11/04/2020;2020-04;2;174;75
Wholesale;11/05/2020;2020-05;1;3464;2910
In-Store;11/05/2020;2020-05;4;4007;3165
Distributor;11/05/2020;2020-05;3;3960;1742
In-Store;11/05/2020;2020-05;8;1822;1221
Distributor;11/05/2020;2020-05;7;2312;1526
In-Store;11/05/2020;2020-05;7;891;624
In-Store;11/05/2020;2020-05;4;208;98
In-Store;11/05/2020;2020-05;3;1280;678
In-Store;11/05/2020;2020-05;8;228;100
In-Store;11/06/2020;2020-06;3;1018;662
In-Store;11/06/2020;2020-06;3;3940;1852
Wholesale;11/06/2020;2020-06;7;1005;573
In-Store;11/06/2020;2020-06;8;1085;836
In-Store;11/06/2020;2020-06;8;3873;2750
Wholesale;11/06/2020;2020-06;6;4007;2284
In-Store;11/06/2020;2020-06;8;235;127
Distributor;11/07/2020;2020-07;5;1079;701
Distributor;11/07/2020;2020-07;4;2526;1288
Online;11/07/2020;2020-07;2;2385;1646
In-Store;11/07/2020;2020-07;4;201;169
Online;11/07/2020;2020-07;4;1052;705
Wholesale;11/08/2020;2020-08;2;911;446
Online;11/08/2020;2020-08;8;1749;1207
In-Store;11/08/2020;2020-08;3;1253;764
Distributor;11/08/2020;2020-08;5;3886;2915
Distributor;11/08/2020;2020-08;6;985;827
Online;11/08/2020;2020-08;4;1099;846
In-Store;11/08/2020;2020-08;7;1132;928
Online;11/08/2020;2020-08;5;5239;3825
Online;11/09/2020;2020-09;7;194;109
In-Store;11/09/2020;2020-09;3;2673;1230
Online;11/09/2020;2020-09;4;938;666
In-Store;11/09/2020;2020-09;2;2606;1668
Online;11/09/2020;2020-09;7;1025;871
In-Store;11/09/2020;2020-09;8;248;144
Distributor;11/09/2020;2020-09;8;1916;1341
Online;11/09/2020;2020-09;4;1722;1085
In-Store;11/09/2020;2020-09;8;1039;727
Wholesale;11/10/2020;2020-10;4;2921;2103
Distributor;11/10/2020;2020-10;8;5032;4227
In-Store;11/10/2020;2020-10;6;3859;2084
Wholesale;11/10/2020;2020-10;4;992;516
In-Store;11/10/2020;2020-10;1;905;362
In-Store;11/10/2020;2020-10;6;6365;5028
Online;11/10/2020;2020-10;6;1166;606
Distributor;11/10/2020;2020-10;5;3712;2598
Online;11/11/2020;2020-11;6;3960;2138
Online;11/11/2020;2020-11;7;1032;815
In-Store;11/11/2020;2020-11;8;6365;5219
Online;11/11/2020;2020-11;5;2559;1024
Distributor;11/11/2020;2020-11;5;6452;4387
Wholesale;11/11/2020;2020-11;6;248;112
Distributor;11/11/2020;2020-11;6;1729;1383
In-Store;11/12/2020;2020-12;2;1132;600
In-Store;11/12/2020;2020-12;3;3953;2609
Wholesale;11/12/2020;2020-12;5;998;419
Online;11/12/2020;2020-12;7;1072;858
Wholesale;11/12/2020;2020-12;7;5400;2322
Wholesale;11/12/2020;2020-12;8;1755;755
Distributor;11/12/2020;2020-12;8;2459;1279
Online;11/12/2020;2020-12;8;1849;888
Online;11/12/2020;2020-12;3;1715;1063
In-Store;11/12/2020;2020-12;1;1012;526
Wholesale;11/12/2020;2020-12;8;1079;798
Distributor;13/11/2020;2020-11;8;1012;405
In-Store;13/11/2020;2020-11;3;1025;656
In-Store;13/11/2020;2020-11;6;1776;1261
In-Store;13/11/2020;2020-11;3;1112;478
Wholesale;13/11/2020;2020-11;8;717;466
In-Store;13/11/2020;2020-11;8;2633;1764
Distributor;13/11/2020;2020-11;4;871;653
Online;14/11/2020;2020-11;8;985;512
Online;14/11/2020;2020-11;7;1106;884
In-Store;14/11/2020;2020-11;6;3069;1442
Online;14/11/2020;2020-11;3;2372;1542
Online;14/11/2020;2020-11;4;3471;2221
In-Store;14/11/2020;2020-11;6;181;103
In-Store;14/11/2020;2020-11;1;1139;945
Online;14/11/2020;2020-11;6;851;579
Online;14/11/2020;2020-11;3;3055;1894
In-Store;14/11/2020;2020-11;5;2620;1415
Online;14/11/2020;2020-11;8;1983;1686
In-Store;15/11/2020;2020-11;1;3772;1961
In-Store;15/11/2020;2020-11;8;221;139
Distributor;15/11/2020;2020-11;6;864;579
In-Store;15/11/2020;2020-11;3;1715;926
Online;15/11/2020;2020-11;6;5869;2348
Wholesale;15/11/2020;2020-11;1;168;97
In-Store;15/11/2020;2020-11;5;2305;1913
Online;16/11/2020;2020-11;7;1132;781
Online;16/11/2020;2020-11;3;3290;1678
In-Store;16/11/2020;2020-11;1;3739;1869
Distributor;16/11/2020;2020-11;7;3879;1746
In-Store;16/11/2020;2020-11;3;6224;3672
Distributor;16/11/2020;2020-11;2;2432;1240
In-Store;16/11/2020;2020-11;4;1005;633
In-Store;16/11/2020;2020-11;5;3953;2649
Online;16/11/2020;2020-11;4;1012;425
Wholesale;16/11/2020;2020-11;4;214;116
Online;16/11/2020;2020-11;6;2452;1717
Online;16/11/2020;2020-11;1;188;105
In-Store;16/11/2020;2020-11;2;2854;1713
In-Store;16/11/2020;2020-11;4;261;138
In-Store;16/11/2020;2020-11;2;5688;3527
Distributor;17/11/2020;2020-11;5;931;773
In-Store;17/11/2020;2020-11;4;1119;850
Online;17/11/2020;2020-11;5;1112;534
Wholesale;17/11/2020;2020-11;2;1910;917
Online;17/11/2020;2020-11;5;5601;4313
Online;17/11/2020;2020-11;8;951;609
Wholesale;17/11/2020;2020-11;4;194;97
Distributor;17/11/2020;2020-11;4;3196;1981
In-Store;17/11/2020;2020-11;7;1956;1565
In-Store;17/11/2020;2020-11;8;938;657
Distributor;17/11/2020;2020-11;1;2238;1902
In-Store;17/11/2020;2020-11;8;3685;3095
Online;17/11/2020;2020-11;1;2821;1664
In-Store;17/11/2020;2020-11;2;858;446
In-Store;18/11/2020;2020-11;1;871;679
Online;18/11/2020;2020-11;7;3658;2780
In-Store;18/11/2020;2020-11;1;6043;2599
Online;18/11/2020;2020-11;7;2399;1151
Online;18/11/2020;2020-11;8;4020;2894
In-Store;18/11/2020;2020-11;3;214;137
Online;18/11/2020;2020-11;1;6211;2981
In-Store;19/11/2020;2020-11;6;2432;1167
In-Store;19/11/2020;2020-11;6;201;169
Distributor;19/11/2020;2020-11;1;683;362
In-Store;19/11/2020;2020-11;4;6271;3763
Wholesale;19/11/2020;2020-11;2;911;383
Online;19/11/2020;2020-11;4;221;159
Distributor;19/11/2020;2020-11;3;221;106
Online;19/11/2020;2020-11;6;4000;2720
Wholesale;20/11/2020;2020-11;5;724;376
In-Store;20/11/2020;2020-11;4;704;324
In-Store;20/11/2020;2020-11;5;5407;4326
Distributor;20/11/2020;2020-11;1;3089;2193
In-Store;20/11/2020;2020-11;6;208;145
In-Store;20/11/2020;2020-11;4;1333;720
Distributor;20/11/2020;2020-11;4;3859;2586
In-Store;21/11/2020;2020-11;2;1139;558
In-Store;21/11/2020;2020-11;8;5970;3642
Distributor;21/11/2020;2020-11;2;1079;453
Online;21/11/2020;2020-11;8;1085;478
In-Store;21/11/2020;2020-11;8;1139;866
In-Store;21/11/2020;2020-11;6;1843;1253
Wholesale;21/11/2020;2020-11;2;1213;582
Online;21/11/2020;2020-11;7;6372;3250
Wholesale;21/11/2020;2020-11;8;2392;957
In-Store;21/11/2020;2020-11;5;2211;1083
Distributor;21/11/2020;2020-11;4;228;191
In-Store;21/11/2020;2020-11;5;1139;729
Distributor;21/11/2020;2020-11;5;2566;1540
Distributor;22/11/2020;2020-11;8;3229;1679
Online;22/11/2020;2020-11;4;241;191
Online;22/11/2020;2020-11;4;891;757
Online;22/11/2020;2020-11;4;5266;2212
Online;22/11/2020;2020-11;1;3913;3013
Wholesale;22/11/2020;2020-11;6;3966;2182
In-Store;23/11/2020;2020-11;5;1936;1065
Wholesale;23/11/2020;2020-11;7;6244;4434
In-Store;23/11/2020;2020-11;6;1119;481
Distributor;23/11/2020;2020-11;2;1112;589
In-Store;23/11/2020;2020-11;5;1139;672
Online;23/11/2020;2020-11;3;1755;1457
Online;23/11/2020;2020-11;6;1005;432
Distributor;23/11/2020;2020-11;5;1923;1000
Online;23/11/2020;2020-11;8;181;136
In-Store;23/11/2020;2020-11;8;764;390
In-Store;23/11/2020;2020-11;6;1166;630
In-Store;24/11/2020;2020-11;4;757;416
In-Store;24/11/2020;2020-11;6;1822;1185
Wholesale;24/11/2020;2020-11;2;1166;583
Online;24/11/2020;2020-11;6;1106;840
In-Store;24/11/2020;2020-11;8;1782;1497
Distributor;24/11/2020;2020-11;8;2894;2026
Online;24/11/2020;2020-11;1;1085;510
Distributor;24/11/2020;2020-11;3;1112;634
In-Store;24/11/2020;2020-11;7;891;454
In-Store;24/11/2020;2020-11;1;2673;1256
Wholesale;24/11/2020;2020-11;6;1963;1669
Distributor;25/11/2020;2020-11;7;898;422
In-Store;25/11/2020;2020-11;1;1782;962
Online;25/11/2020;2020-11;2;4000;3240
Online;25/11/2020;2020-11;4;1126;563
Wholesale;25/11/2020;2020-11;4;1816;1035
Distributor;25/11/2020;2020-11;2;1702;749
Distributor;25/11/2020;2020-11;5;5373;3063
Wholesale;25/11/2020;2020-11;6;6137;3498
Online;25/11/2020;2020-11;8;2419;1330
Wholesale;26/11/2020;2020-11;1;1039;550
In-Store;26/11/2020;2020-11;7;5856;4919
In-Store;26/11/2020;2020-11;8;6338;3993
In-Store;26/11/2020;2020-11;2;181;127
Distributor;26/11/2020;2020-11;4;2399;1439
Online;26/11/2020;2020-11;1;174;84
Online;26/11/2020;2020-11;8;1085;434
In-Store;27/11/2020;2020-11;2;1112;912
Online;28/11/2020;2020-11;7;838;544
Wholesale;28/11/2020;2020-11;2;2372;1399
Online;28/11/2020;2020-11;2;241;183
Distributor;28/11/2020;2020-11;5;221;115
Wholesale;28/11/2020;2020-11;8;221;157
Online;28/11/2020;2020-11;2;2519;1965
Wholesale;28/11/2020;2020-11;5;1119;705
Online;28/11/2020;2020-11;8;168;107
Distributor;29/11/2020;2020-11;5;3471;2846
Online;29/11/2020;2020-11;1;2479;1438
In-Store;29/11/2020;2020-11;6;6459;3165
In-Store;29/11/2020;2020-11;8;214;126
In-Store;29/11/2020;2020-11;6;1266;848
Distributor;29/11/2020;2020-11;2;208;125
Online;29/11/2020;2020-11;3;3899;1638
In-Store;29/11/2020;2020-11;8;2620;1231
In-Store;29/11/2020;2020-11;6;1829;1372
In-Store;29/11/2020;2020-11;7;2546;1171
Wholesale;29/11/2020;2020-11;8;750;495
Online;30/11/2020;2020-11;2;3960;1703
In-Store;30/11/2020;2020-11;8;2345;1876
Distributor;30/11/2020;2020-11;3;1273;789
In-Store;30/11/2020;2020-11;5;1072;825
In-Store;30/11/2020;2020-11;1;978;743
In-Store;30/11/2020;2020-11;1;2432;1751
In-Store;30/11/2020;2020-11;8;3283;1937
In-Store;30/11/2020;2020-11;1;188;77
Wholesale;30/11/2020;2020-11;6;1059;582
Distributor;30/11/2020;2020-11;5;1910;1279
In-Store;12/01/2020;2020-01;8;3832;1878
Online;12/01/2020;2020-01;3;2305;1406
In-Store;12/01/2020;2020-01;6;1025;800
In-Store;12/01/2020;2020-01;1;1956;1604
Online;12/02/2020;2020-02;3;1018;448
Wholesale;12/02/2020;2020-02;1;3116;1900
In-Store;12/02/2020;2020-02;4;958;422
In-Store;12/02/2020;2020-02;7;905;660
Online;12/02/2020;2020-02;4;2258;1106
Wholesale;12/02/2020;2020-02;8;1173;868
Online;12/02/2020;2020-02;2;3980;2865
In-Store;12/02/2020;2020-02;3;1139;854
